
 Avg. Latency per case 
 avg cn1  avg cn2  avg cn3  avg cn4  avg cn5 
   116.8      6.5     96.5     93.8     75.5 
    11.0     43.4      3.0     17.0      9.9 
     4.0     15.0      6.2     17.0     66.9 
     7.6     51.0      8.8      1.0     28.5 
    19.4      3.8      2.1      4.0     24.1 
    28.7     12.2      4.5      6.8      1.8 
     5.5     12.7      2.2     44.5     21.6 
     5.4    103.5     16.9     26.8     70.4 
    10.5     32.4     12.0     26.3     65.4 
     7.5     10.8      2.1     39.4     43.7 
    15.8      1.4     30.8      5.3     27.8 
    14.1     15.6     47.6     14.8      8.1 
     8.9      0.9     51.7     10.3     59.5 
     2.9     70.5     59.5     27.8     25.6 
     0.3      3.2      1.0     13.1     30.2 
     9.7     45.7      1.2      0.3      1.0 
     6.6     13.3      2.8      4.9     10.4 
     3.3     49.2      1.0      5.1      2.5 
     3.9      9.4      8.1      2.7     54.9 
     9.9     37.8      0.9      3.7      6.3 
    21.0     41.1      7.1     44.9      0.2 
    40.1      3.9     16.1      4.4      0.1 
    89.5     77.9      4.2    140.5      0.9 
    61.9      1.2      2.8     95.0      7.1 
    23.8      0.7      0.3    104.0     14.6 
    86.0     25.2      0.7      3.0     87.4 
     4.0     74.5     15.6      3.0     18.3 
    91.7     13.6      4.9     26.9     92.6 
     2.2     34.9      0.8      9.9     35.1 
    12.3      4.7      5.1      4.2     13.0 
    29.2     12.6     24.3      8.8     34.5 
    10.9     14.4     24.3      3.7     10.6 
     4.8     36.9     57.7      0.6     72.0 
    41.1     11.4     32.8      5.5     22.8 
     0.4     34.5      0.3     97.7      5.4 
     8.7     70.4      1.9     10.2     64.2 
    17.4     10.3     85.7      1.8      7.6 
    12.6     53.9      1.4     34.1      8.6 
    10.3     26.8      0.5     12.2      0.2 
     0.2      2.4      0.3    149.7      0.3 
     4.9     21.4     10.4    111.0      9.6 
    51.3     12.8      0.3      1.2     12.9 
    24.5      2.1      0.9      6.2      2.4 
    53.0     12.7      0.1      5.2      7.4 
     1.1     14.1      0.9     19.3     42.2 
    13.6      2.2      3.7     25.3      6.4 
     0.2      4.3     56.2    126.6      2.4 
     0.7     63.0      1.0     34.1     30.5 
    58.6     20.0      3.9      4.5      0.9 
    42.9      5.0      2.5      0.3     76.2 
    27.7      3.0      7.1     27.1     37.7 
     3.5     31.2      7.0     25.7      5.3 
   158.1     17.4    103.1      4.0     31.8 
     3.2     46.0      3.2      1.5      1.4 
   122.8      5.4     19.5     15.3     30.2 
     0.9     11.1     85.8      0.3     11.6 
    56.8      3.1     36.2      3.7      3.3 
     9.0      2.1     19.5      3.3     13.1 
     3.6      3.6     12.7      2.4      0.7 
    62.0     10.3      3.1     19.4      7.1 
    14.1      4.4      1.6     22.7     13.9 
    56.1      8.9     70.8     46.6      0.9 
     8.7      2.4     65.0      0.9     24.6 
    16.1      2.9     16.1      0.8      8.1 
     5.6      1.5      1.2    121.3      2.3 
     4.9     14.4      0.7      1.1      8.4 
    35.4     30.2      8.0      4.5      1.3 
    17.5     26.2     85.3     25.6     25.9 
    21.3      0.1      2.3     11.1      2.1 
    25.7      1.9    230.9     39.2     18.2 
   118.6    100.5      8.3      5.7      1.3 
     0.9      8.5     13.0     26.0     81.2 
     5.3     28.2      1.2      2.9     16.8 
     1.4      3.0      2.4     41.0      9.6 
    26.6      0.2      0.5      3.9      6.2 
     1.3    116.2     72.5     17.5     87.2 
    21.0      0.6      4.0      0.2      2.6 
    11.5      2.8      2.4     20.0     20.0 
    11.6     18.6    166.5      6.2     57.8 
     0.8    108.0      9.6      2.2    159.8 
    27.0     43.4     57.9     42.8     22.7 
     4.9     17.1     27.6     13.4      0.3 
     1.5      5.9      5.1      4.0     70.2 
    33.6      0.6      0.7      4.8      6.2 
    98.1     29.5     19.0      0.5      2.3 
     5.6    245.5      7.4      6.8      0.5 
   100.6     16.1      5.1     14.8      2.7 
     3.5      2.3     57.6     15.3     23.3 
     0.3      6.3     77.1      8.2      6.7 
    24.2     43.1      3.7      1.6     78.1 
     8.8      6.3     29.4     26.1      4.0 
    15.8     26.0     29.5     76.1     39.1 
     3.4     22.3     36.7    148.2     16.8 
    92.5     21.7      9.2     33.2     45.2 
    54.6      0.3      3.9      0.3      2.2 
     1.5     86.3     11.7      1.1     31.0 
    14.5      2.6      9.3      0.8      8.0 
    41.3      3.6     12.9     62.2     28.0 
    23.5     28.3     23.2     15.8      7.9 
     1.7     40.3      3.7     65.0     35.4 
    75.3     10.7    113.4      3.9      3.3 
    18.7      1.7      6.6     31.2     14.9 
    78.4      5.0     11.4     65.8      8.5 
     6.4      1.2     28.0     20.8     55.8 
     0.5      1.6      0.2      1.5     35.1 
    54.9     69.6     28.9     66.8     13.9 
    37.2      1.9     25.8      4.3     12.8 
    36.8     16.7     62.9      9.3      8.2 
     4.2      3.6      8.9     21.1      7.4 
    17.0      8.1      3.2      1.3      5.5 
    57.1    124.4     18.1      0.5     14.0 
     0.4     35.6      5.6      6.3     20.2 
     2.8     10.9     48.9      0.5     57.0 
     3.0     62.6     98.0     35.9     16.3 
   105.0     12.8      7.7      8.8     22.4 
    16.0      0.4      0.5      8.4     10.3 
     5.2     77.3     35.7      3.7     89.2 
     4.4     10.4     24.7     35.2      4.1 
     4.1     35.4      2.8      2.0     22.4 
    53.0      0.8     52.9    115.2     61.4 
     6.1      2.8     46.5     17.8     44.1 
     0.5     15.5      3.6     40.5      0.2 
    10.9     24.6      8.2     19.5      0.7 
     4.6      1.1     27.5     10.0     17.6 
    19.2     16.1     68.3      6.7      3.7 
     0.5     37.1      7.7     41.7      2.0 
    31.6      1.5     28.5     34.7     32.2 
    48.3     10.1     26.0      8.3      9.3 
     0.9      3.9     30.7      3.0      2.4 
    50.9     38.6     10.6      5.6      0.4 
     1.7     64.5      7.7      0.6     19.2 
     6.6     14.3     88.6      0.4      2.7 
    14.6      0.9      7.4      4.6    198.1 
     0.5     53.3     51.1      1.7      0.4 
     3.3     22.1     37.5      0.3    115.1 
     3.3     26.5      0.3     77.0     13.1 
   209.4     35.8     39.9      5.8     73.0 
     5.1    153.6      2.9     37.8     28.3 
    20.7      0.5     10.3     53.4      9.1 
    27.6      9.3      2.1      0.8      6.4 
     1.5    180.5     10.8     21.4      1.7 
    18.2     20.6      1.1      7.0     12.8 
    41.6     53.9      0.8    163.5     49.1 
    14.8      2.1     13.7     18.2     72.1 
    38.6     81.6     92.3      0.3      7.4 
    51.3      9.8     25.4      4.1      1.6 
    22.0    100.6     16.0      5.4      1.1 
    28.8     22.2      1.0     10.4     59.5 
     3.6      9.0     11.2     33.3      2.5 
   129.6     27.1     30.5      5.1      0.6 
    12.1      2.0     66.9     49.1      5.4 
    70.9      0.5      5.6      0.2      9.9 
     1.9     59.4     49.2      8.5     20.6 
   155.7      0.2      3.5      0.9     37.2 
    50.5     67.3      4.9     29.0     10.9 
   179.6     30.7      6.8     50.2     56.9 
    47.0     25.6      7.9     17.1    211.5 
   200.6      2.0      5.8      3.6      3.6 
    35.2      3.6     65.9      0.4     73.2 
    65.5     29.3      1.5      0.4      6.4 
     2.0     90.5    158.9     16.8      3.2 
     1.5      0.8      8.1    124.6    111.2 
    43.5     16.4      5.8      1.0     40.2 
    10.1      3.8     57.2     13.4      0.4 
    17.9     54.9      0.8     17.6     44.2 
    50.4      4.7      1.3      7.1     83.3 
     6.3     28.1      9.3      6.9    233.6 
     0.5      1.3      1.6      8.8     37.7 
     2.6     15.4     10.8      4.1     85.6 
     1.5      2.0      4.8     31.8     46.8 
    56.8      6.6     13.9     68.2     14.3 
    49.3     51.7    109.2     22.7      0.1 
   142.0      3.0      7.9      1.3     87.4 
    24.9      6.3      3.9      0.4     29.7 
     0.3      6.7     14.2     28.3      6.8 
    60.1     11.4     18.8      0.6    183.7 
    17.4     74.8     18.0     20.2      2.0 
     0.2      3.5     63.0      3.2     34.0 
     6.7      2.7     46.1      0.3     76.9 
     7.8     10.2     22.0     46.4     13.1 
     1.7     17.8      0.4     32.4     18.3 
    13.5     76.3     33.2     49.5      0.5 
    38.5    116.3     12.1     32.0     24.4 
    63.6     32.4    150.7     49.9     16.1 
     9.1      2.1     43.1     36.5     39.6 
     0.5     21.0      4.6     32.0     13.5 
     1.8     19.8    197.0      1.6     11.1 
     3.3      7.9      5.6     33.8      3.4 
   106.1      0.6      2.0    175.1      0.3 
     1.5     37.4      5.3      1.5    235.9 
    84.1      9.3     11.7     18.9      0.6 
     9.3     14.2    252.0     20.0     12.2 
     4.4     91.9     18.5     86.8     12.0 
    28.1     95.2     68.2     23.0     20.6 
     9.4     78.8      6.3      0.7      3.0 
    19.1     59.3      5.9     27.0    116.4 
    14.1     20.3     33.8    109.6     41.8 
     1.1      0.2     40.8      3.9      3.8 
     7.7     13.8    128.3      8.5      7.3 
    16.4      1.3      1.4      5.1      7.8 
    13.2     15.1      7.4      0.9     15.6 
   126.0     84.6      3.7      9.3     24.0 
     3.5     20.5      3.3     88.5      4.3 
    21.0      1.7     13.0     21.6     32.8 
    36.2      6.0     20.5     41.7     74.0 
    16.8     12.5     21.4     91.0     47.4 
   105.7      1.3      0.8     70.7     43.2 
    26.1     15.2      1.3     15.1     77.6 
     3.5     59.9     15.0     38.4      0.8 
     0.4      5.8     22.9     69.1      9.6 
    67.0      4.3     75.3     20.0     24.4 
    47.0      9.8     34.0      7.3      1.4 
     0.7    147.0     17.0     67.6     65.4 
     0.2      7.4      6.7     14.0     13.0 
    45.7      4.5      5.9      2.0      3.4 
     7.1     21.0      3.2     12.2     71.3 
    50.2      2.0     27.5      2.4     13.8 
    74.7     31.6      1.6      5.5     23.0 
    46.3    289.5    128.4     23.9      3.6 
     0.2      5.0     20.8     39.3     63.5 
     0.9     18.0     14.2    106.2      7.0 
    15.1     27.0     12.8      0.4     30.9 
    92.4     67.2     23.2     78.8      4.4 
   101.9     38.7      2.0     39.2     11.4 
     3.2     13.8      5.4     11.8     11.2 
     1.2     27.5    165.4     34.4     30.0 
    19.4      5.7      0.2      2.4     13.3 
     0.7     18.7     17.6     52.9      0.7 
    51.6    213.7      2.4     49.1     13.8 
     6.9      1.8      0.5      2.1     15.7 
    65.6     72.7     29.5     13.8      5.1 
     0.1     13.6     39.8      0.8      2.8 
    27.3     41.9     40.2    136.6     26.3 
    41.5      5.1     96.1      9.0     14.0 
    18.1     28.1     42.0     24.4      1.1 
    63.1     52.1     26.3      2.7     49.1 
    18.8     49.8      1.4      0.5     17.7 
     4.7     13.2      6.9     11.3     31.4 
    56.4     46.6      7.8     12.8      4.6 
     5.6     15.7    153.6     52.1     17.3 
   118.5     11.0      0.4      3.5     21.0 
     1.9      6.1      6.2      4.5     65.9 
    27.1      3.5    120.7     25.4     16.9 
    17.4      0.3      1.3    152.9     11.9 
    87.1     28.8     32.1      1.4     24.7 
     1.1     44.6    287.6     20.5      4.5 
    38.3      9.2      0.8     62.6    133.9 
    10.2     40.3      9.4      0.4      7.9 
   123.6     33.1      7.8     29.2     34.5 
   106.2     25.1     35.3     15.2     37.2 
     2.9      5.8     12.6      1.0     64.0 
   130.3     32.5      1.0     83.0     15.9 
     1.4      0.2     35.0    118.3      0.4 
     9.0      2.6     11.6     27.3      6.9 
     2.0     13.8     67.6      0.2    153.7 
    49.0      2.6      0.9     11.9     16.4 
     0.9      0.4    165.3      2.4     39.5 
    81.7      8.9     37.9     16.9      2.1 
    33.0      2.6      3.7      8.9    137.8 
     3.0    193.7     23.8      1.1     16.4 
    29.3     20.6      7.5     51.2     43.2 
   167.7      6.4     21.6     23.8     27.7 
     0.1     27.5     10.2     51.8     11.4 
    77.3     13.9     28.4      8.2      4.2 
    14.4     18.4     60.9      4.1     91.0 
     2.2      0.5      4.3      5.4     22.2 
   113.6      0.8     37.4      1.2     82.4 
     3.6      7.0     62.8     43.2     33.7 
     9.3      1.4    109.8     17.9     60.2 
    16.5     36.3      5.9     14.5      4.2 
    27.1     44.5     21.8     72.4      1.9 
   113.2     22.1     17.7      1.4      7.0 
    34.7      3.9    170.9    109.1      1.3 
    20.9      7.4     15.4      6.6     14.4 
    63.1      7.8     11.1      5.6     54.5 
     4.4     31.2      7.6     75.2      9.1 
     0.3      3.3      1.4      5.0      7.3 
     0.6      1.5      4.1     12.4      0.3 
     3.0     27.5     11.4      5.2     93.1 
    17.6     48.9      3.4     56.7     23.9 
    12.7     14.9     11.9     25.2      8.6 
    53.9     71.8      2.5     62.7     30.6 
     1.9      5.5     15.7     17.1     83.3 
     1.5      3.3     11.4      7.3     57.1 
    15.4     94.3    102.1     76.3      1.2 
    48.2      2.5      1.6     36.2     50.5 
     0.5     35.4      2.3      1.4      9.3 
     9.9      4.2     42.6     11.3     41.7 
     0.3     87.1     22.3      4.8      2.5 
     3.7     28.8     44.1     23.4     83.2 
     1.0      5.1      3.2      3.6      4.8 
    52.8      7.3      0.9      1.5     25.0 
    83.6      3.0     11.7     20.8     62.6 
    14.8      6.2     13.2     12.8     10.5 
    86.9    159.8     21.9     29.2     24.3 
    12.9      6.0      6.6     96.3      7.2 
    68.6    103.0     63.5      4.2     79.0 
    26.8     27.9      0.9    114.6      0.5 
    95.7     62.0     90.8      3.7     17.4 
     9.9     22.5    137.1    110.9     56.7 
     2.2     19.3      8.4     21.7      2.1 
     1.4     17.6      8.5     21.6     54.3 
    60.8    193.3      1.1      6.0      0.8 
     3.4      2.9      1.9    108.7    105.7 
     0.1      2.2      1.2      4.4     48.4 
     0.9     65.1      4.5     26.1     19.2 
    20.7      0.9     30.8      3.0      1.0 
    28.5     23.7      8.0     49.4      4.1 
     3.0     40.5      2.2      2.0     17.4 
    25.1     11.6     40.1      2.9      0.6 
    14.8    138.9     17.3     73.1     29.3 
    22.5      1.0     62.9    128.1      2.4 
    58.7     77.1      4.1      4.5     31.9 
     8.6    112.1     22.6     92.7     10.9 
     0.7    151.0      1.5      8.9      5.4 
     3.7     80.8      1.0     13.5     71.3 
     0.4      2.1     88.9     22.3     81.6 
    14.4     37.3      1.4     17.1      1.7 
     8.3     65.5      0.3     68.9    233.3 
    34.2      0.9     14.5      1.7     33.9 
   199.5     47.2      5.0      0.2      1.3 
     7.4      2.0     42.9     44.8    143.9 
     0.7      6.1      0.8     12.2     12.3 
    81.4     23.4    102.1      0.4     19.5 
    28.6     32.5      0.9    143.6     20.7 
     1.3      5.1     32.7      1.6     41.5 
    88.1     70.0     45.4     35.7      7.9 
    10.4      9.1     36.9     14.0    101.1 
     1.3     42.6     87.9     80.7      7.6 
    52.2     14.5     13.4     11.3     11.3 
    18.7     11.4     22.3     15.2     12.2 
     2.5      6.0      7.0     51.2     83.3 
     8.7    148.1      6.2     30.4     24.1 
     1.1     72.1     16.6     15.0     40.9 
    39.0     22.0     16.2     76.3     34.6 
    99.3     21.1     15.9      5.7     21.2 
    24.9     15.9     38.2      0.4      3.7 
     2.4      2.2    100.9      3.8     55.4 
    22.6     13.0      5.0     62.2     81.0 
   109.9    140.2      5.5      0.6     27.0 
    49.6     11.9      6.6     65.3     13.3 
     0.8      2.7     34.5    114.2     19.7 
    15.1      2.0     37.1    119.6      4.8 
     1.4      6.1     27.8     34.8      0.7 
    10.4     17.2      4.1     45.1    197.0 
     5.9      6.3     13.9      1.5     10.6 
     3.8     23.7      2.6     26.5      8.6 
   103.3      9.9     26.6     10.1      0.9 
    13.2     69.4     51.5      1.4     70.3 
     6.7      1.1     75.9      8.1     25.4 
    41.9     13.9     21.5     20.9     39.1 
     6.1    110.2     11.8      3.1      1.2 
    53.4      0.7      1.5    266.0     51.8 
    33.5    171.0    109.2     10.6     26.9 
     1.1     18.8     11.6      8.8     11.9 
    66.2     64.0     13.5      0.5     57.5 
   128.4     88.6     17.9      1.2    113.3 
    10.8      1.3     56.7      4.2     15.4 
    63.3     40.7      0.4      8.1     10.3 
     1.5      5.6     21.1     40.8     20.3 
    81.0      1.2      5.8    112.9     15.3 
     2.4      6.3    100.4     12.9    132.5 
     0.4     36.8     55.6      0.3      2.8 
     0.7      0.6     68.7     85.2     11.3 
     6.7      2.7      3.2      5.9      5.0 
    19.9     18.0      3.2      0.3      9.2 
    16.8      4.3     22.2     31.6     39.7 
    29.2    155.6      1.8     16.4      7.1 
     0.4      8.0     44.2      3.7     74.5 
     6.6      1.6      3.8      1.0     38.8 
     4.7     48.6      3.7     18.1    106.1 
    31.2     17.8     10.3      4.1      0.6 
     0.6     10.3      0.8     49.1     47.4 
    60.7     14.2      2.9      2.7      1.5 
     3.7      6.3     11.0      1.0    164.9 
     8.9      2.1      6.1    107.2      2.0 
    16.7     52.8    162.2     28.1     16.2 
    74.2      3.4      0.8      0.6     13.6 
   141.9     92.0     24.7     45.1      5.0 
     0.3     32.8      0.2     12.7     62.5 
     8.4      5.9     92.8     21.7     12.2 
   129.5      8.9     63.6      1.7      4.3 
     9.4     34.3      9.3     10.5     26.7 
     6.0     24.6     46.7     33.2      1.6 
     0.5     33.9     28.1     21.0      0.3 
     1.0     38.8     59.7      5.9      6.1 
     0.6      0.4     22.9     57.2     12.9 
     5.8      2.1    168.3     46.0      1.1 
    17.6     24.9    103.7     10.3      0.9 
   175.9      3.9     55.9     92.6      5.4 
     7.5      0.4      4.9      8.5     16.0 
     0.1     16.7     98.9     10.5     14.4 
    11.8      1.4     80.9      1.1      1.3 
    33.9      0.2      2.0     82.1    128.4 
     0.9     23.0      4.3      3.1     87.7 
     9.3      5.6    145.0     23.7     12.7 
    33.4     11.0      0.5    129.0     16.0 
    26.2      4.0      0.5      7.0     95.5 
     0.0    127.9     14.1      6.5     33.4 
    57.7      7.6     27.5     28.2      2.1 
    13.2     48.6      4.1     30.3     42.4 
   396.4     84.1     32.8    103.7      9.5 
   160.1      4.5    141.5      0.8     15.0 
    10.6      7.8      2.3     97.3      0.7 
    52.1      3.0     21.1      6.1     50.1 
    77.6     16.3     22.3      5.1     13.3 
    68.2      9.5      8.5      8.1      0.9 
    41.7     43.7     14.4      0.7     53.0 
     3.5      8.3      6.1    150.2     11.1 
     0.9      0.6      2.0     12.3     10.4 
     1.7     53.0     25.7    137.5     11.8 
     4.6     67.1    136.8     22.1     24.6 
     0.9      1.2      4.5      1.3     11.5 
    23.8     12.0      6.9      8.5     15.1 
    19.0      2.0    187.3      8.1     50.7 
   133.8      4.3      1.1      6.1     22.2 
    61.8     14.6     60.4     19.4      1.5 
    13.8      1.2     52.5     27.6      3.6 
    21.9      0.5      5.5     24.6     11.1 
    50.9     19.0      2.1      0.9    206.1 
    42.4     23.3      0.6     59.4     23.1 
    32.3      9.6     10.5     17.3     21.4 
    30.7     50.2      5.3      0.2      9.8 
    73.9     24.7      3.5    150.9     62.4 
    20.2     17.1     74.5      2.0     24.3 
    92.1    119.4      6.4      0.9     15.0 
     8.6      0.6      5.3     21.2     28.8 
     5.5     54.1      0.6     17.5      2.4 
     3.7     10.2      4.1      3.1      3.8 
     1.4     18.8      3.9     23.6     14.2 
    21.7     79.7    151.6      0.6      8.9 
     7.7      2.0      5.0     10.8      0.7 
    23.2     10.6      4.9     49.7      2.9 
    17.7     29.0      3.1      7.6      0.3 
    10.0      3.2      1.5      1.4      5.5 
     0.1     41.2    110.7    142.1      2.6 
    41.7     61.2     16.8      6.0     41.7 
    18.9      0.9      3.6     52.9    128.1 
    50.6      5.2     20.1     17.9      0.7 
    59.7     24.6     16.7      2.3     10.2 
    19.7     12.8     34.5     48.8      5.3 
     5.6      7.1      7.6      5.2     44.6 
   103.0      5.4    205.8     27.2    102.1 
    69.7     25.7     34.8     12.4     21.5 
    55.2     13.3      5.1     45.7      3.6 
    14.0     10.3     15.7      0.8     24.7 
    34.0     23.5     17.3      3.1     27.3 
    68.1      0.3     40.1      5.4      0.5 
   130.3      1.4     13.0     64.1     22.7 
    27.2     16.4     35.5     23.9     61.8 
     1.5      0.3     50.4     16.5      2.7 
     8.6      2.0      0.8     56.5      3.3 
    46.2    138.5     42.8     30.6      4.4 
    93.3     65.2     88.5     17.7    116.8 
    59.0      0.5     10.8      0.5     11.7 
    10.2      6.9      8.4     11.3     36.0 
    62.7      1.0     61.5     31.4      7.1 
   129.8      7.1      1.1      7.4     26.1 
    18.1      5.7    131.7     48.2     98.5 
     9.8     14.5     92.0     20.4      9.1 
    68.2      6.6      6.0      1.4     39.2 
     1.2      0.6      7.8     19.0     12.9 
    21.4     51.5      5.1      1.6     63.6 
    38.0     24.3     12.5      7.4     26.0 
   131.6      2.7     45.0     99.7     99.2 
     3.9      0.1      0.9     59.5      1.4 
     3.9     26.6    318.4      2.6     21.4 
     1.5     68.3     46.3      4.0     23.6 
    40.8      5.1      1.2      3.9    143.3 
     4.7      2.8     38.5      8.3     13.2 
     2.1      5.3      1.2      0.8     11.3 
     2.8     68.6     12.1     10.8      2.0 
     2.8      6.7      6.8     17.0     28.4 
    27.9      2.9      3.5     61.1      0.6 
     5.5     10.7      9.9     20.6     90.5 
   159.5    112.3     45.0      2.9      4.5 
     1.3      2.1      0.5      1.2     30.9 
   250.1      9.7    137.2      0.6     69.4 
    31.5    101.5     10.6      4.8      1.6 
    14.2      9.3     73.8    183.4    202.3 
     6.2     84.9      1.7      9.7     50.2 
     0.6     15.1     68.6      1.2      1.2 
   147.6      0.4    226.1     15.2      9.8 
    25.3     42.5      9.2     38.1     12.6 
   248.7      0.7      0.8      2.7      3.5 
     1.2     45.9      1.7      9.4     64.7 
   107.3     12.1      3.3     64.6    129.1 
     4.5    107.3     16.8    110.3      4.9 
     4.5      3.7    227.9     14.0      8.6 
     1.2      8.9     15.9     66.0     14.5 
    51.8     89.7     10.7     49.3     28.3 
    74.7      8.4     10.7     30.9      7.1 
     2.8     73.6     36.5     43.4     14.1 
     7.3     18.9     19.6      0.9      4.3 
   209.3    134.6     13.8     14.2     20.9 
    13.9     80.3      4.2     49.8      1.3 
    40.6     49.7     84.1     86.2    151.3 
     5.5     11.6     23.7      4.2     13.2 
     1.6     33.8     55.0     79.6      0.9 
     1.4     99.4     21.8      5.9     19.4 
    40.0      3.0     34.0     17.8      0.5 
   164.1     10.8     22.7     38.5     65.4 
     4.8      4.5      7.0     69.4     21.3 
    54.8      5.3     74.5     89.0    101.4 
     3.7    136.2     11.7    117.1      0.9 
     0.4     11.6     22.7      1.0     29.3 
    25.9     16.8      6.6     50.5      7.8 
     0.2     52.9      2.5    106.8      4.2 
     0.4     12.4     66.9     28.0     23.6 
    12.1     22.2      1.4      4.5      2.0 
    40.6      1.0      5.6     10.5     39.7 
     3.2    215.8      4.2      4.7     17.1 
     6.7      0.7     60.3      7.8    149.9 
     7.1     15.4      6.7      4.0      6.2 
    65.4     78.9     27.5    124.9    111.0 
     2.7     71.6      8.3     16.9     47.0 
    54.9     58.2     43.9     45.9    217.2 
    18.2      7.4     26.1     20.2    143.7 
    16.2     18.7      0.4     75.6      0.8 
    10.0      8.7      8.1     12.9     21.4 
    20.3      3.4      0.7      4.2     57.1 
   140.9     39.6     51.5     41.2     12.5 
     1.7     59.5      0.6     13.5     26.4 
    54.6      0.9    140.8      2.1     85.2 
     5.2     16.9     19.0      4.8      1.9 
     9.9      7.2     40.5      8.0     20.7 
    39.8     11.9      4.1    124.2      1.4 
     2.6     15.8     33.0      6.8     23.8 
    85.2     86.4     39.1      5.8      0.2 
     0.8      5.1    120.3    200.0     31.8 
    36.0     35.5      4.3     22.5     30.0 
     5.5      4.0      6.3      5.4     17.7 
    61.2      3.7     11.8      0.9      1.9 

 Indiv task (m,k) in each chain 
 #set #tsk  chain 1 
   1    1    1  2 
   1    2   20 21 
   1    3    0  1 
   2    1    4  5 
   2    2    0  1 
   2    3  199 200 
   3    1    9 10 
   3    2    0  1 
   3    3    1  2 
   4    1    2  3 
   4    2    0  1 
   4    3    1  2 
   5    1    9 10 
   5    2    0  1 
   5    3   49 50 
   6    1    0  1 
   6    2    0  1 
   6    3   50 51 
   7    1    1  2 
   7    2  101 102 
   7    3    0  1 
   8    1   50 51 
   8    2    0  1 
   8    3    4  5 
   9    1  500 501 
   9    2    0  1 
   9    3   19 20 
  10    1    0  1 
  10    2   24 25 
  10    3   50 51 
  11    1    0  1 
  11    2    0  1 
  11    3  217 218 
  12    1   10 11 
  12    2    0  1 
  12    3    1  2 
  13    1    1  2 
  13    2  506 507 
  13    3    0  1 
  14    1   24 25 
  14    2    0  1 
  14    3  249 250 
  15    1   99 100 
  15    2    4  5 
  15    3    0  1 
  16    1    0  1 
  16    2    3  4 
  16    3  201 202 
  17    1    4  5 
  17    2   10 11 
  17    3    0  1 
  18    1   19 20 
  18    2    1  2 
  18    3    0  1 
  19    1   19 20 
  19    2    4  5 
  19    3    0  1 
  20    1    0  1 
  20    2  499 500 
  20    3  499 500 
  21    1    0  1 
  21    2    3  4 
  21    3    0  1 
  22    1    9 10 
  22    2    0  1 
  22    3   24 25 
  23    1   49 50 
  23    2    0  1 
  23    3  999 1000 
  24    1   49 50 
  24    2    4  5 
  24    3    0  1 
  25    1    0  1 
  25    2    4  5 
  25    3   50 51 
  26    1    1  2 
  26    2    1  2 
  26    3    0  1 
  27    1    9 10 
  27    2    0  1 
  27    3   99 100 
  28    1   10 11 
  28    2    0  1 
  28    3    0  1 
  29    1    0  1 
  29    2    1  2 
  29    3    3  4 
  30    1 1004 1005 
  30    2    0  1 
  30    3    0  1 
  31    1    0  1 
  31    2    4  5 
  31    3   20 21 
  32    1   39 40 
  32    2   40 41 
  32    3    0  1 
  33    1    0  1 
  33    2   99 100 
  33    3   24 25 
  34    1    0  1 
  34    2    9 10 
  34    3   99 100 
  35    1   49 50 
  35    2    0  1 
  35    3   49 50 
  36    1    3  4 
  36    2    0  1 
  36    3    3  4 
  37    1   24 25 
  37    2   10 11 
  37    3    0  1 
  38    1    2  3 
  38    2    0  1 
  38    3    1  2 
  39    1    0  1 
  39    2    0  1 
  39    3  103 104 
  40    1    1  2 
  40    2    0  1 
  40    3   99 100 
  41    1    2  3 
  41    2   50 51 
  41    3    0  1 
  42    1    0  1 
  42    2   99 100 
  42    3   99 100 
  43    1   99 100 
  43    2   49 50 
  43    3    0  1 
  44    1    0  1 
  44    2   49 50 
  44    3  200 201 
  45    1    0  1 
  45    2    9 10 
  45    3    4  5 
  46    1    9 10 
  46    2    1  2 
  46    3    0  1 
  47    1    1  2 
  47    2    1  2 
  47    3    0  1 
  48    1    0  1 
  48    2    1  2 
  48    3    1  2 
  49    1    2  3 
  49    2    0  1 
  49    3    0  1 
  50    1    9 10 
  50    2    0  1 
  50    3    4  5 
  51    1    0  1 
  51    2    2  3 
  51    3    4  5 
  52    1    0  1 
  52    2   99 100 
  52    3   49 50 
  53    1    0  1 
  53    2    0  1 
  53    3    5  6 
  54    1    3  4 
  54    2    0  1 
  54    3   99 100 
  55    1  500 501 
  55    2    0  1 
  55    3   49 50 
  56    1   19 20 
  56    2    0  1 
  56    3  199 200 
  57    1    0  1 
  57    2    3  4 
  57    3    1  2 
  58    1    0  1 
  58    2   49 50 
  58    3   19 20 
  59    1    0  1 
  59    2   19 20 
  59    3  100 101 
  60    1    1  2 
  60    2    0  1 
  60    3    3  4 
  61    1    3  4 
  61    2   10 11 
  61    3    0  1 
  62    1    0  1 
  62    2    4  5 
  62    3   10 11 
  63    1    0  1 
  63    2    0  1 
  63    3  100 101 
  64    1    4  5 
  64    2    0  1 
  64    3   49 50 
  65    1    1  2 
  65    2    1  2 
  65    3    0  1 
  66    1  210 211 
  66    2    0  1 
  66    3    0  1 
  67    1  202 203 
  67    2    0  1 
  67    3    0  1 
  68    1  100 101 
  68    2    0  1 
  68    3  199 200 
  69    1    0  1 
  69    2    0  1 
  69    3   50 51 
  70    1   39 40 
  70    2    4  5 
  70    3    0  1 
  71    1    2  3 
  71    2    0  1 
  71    3   49 50 
  72    1    0  1 
  72    2    9 10 
  72    3    3  4 
  73    1    0  1 
  73    2   99 100 
  73    3   99 100 
