
 Indiv Chain Sum of Exe. 
  chain 1  chain 2  chain 3  chain 4  chain 5 
    11.7     53.3      7.9     24.8     14.1 
    19.5      0.9      3.5     64.0     12.4 
     1.6     13.8      2.4     21.8      0.4 
     3.3     22.7      0.4      4.8     19.9 
    28.6      1.0      9.5     29.6     14.0 
    46.6      4.7      7.4     27.0      7.1 
    17.8     12.5     27.5      5.0      3.4 
    18.0      7.0     24.4     44.9     15.6 
     1.7     64.7      4.0     15.8     15.5 
    29.3      0.3     22.9     51.9      0.2 
    51.2     29.7     17.1      3.3    112.5 
    32.6      2.9     84.3      4.4     11.5 
    38.8      0.8      6.7      0.1      0.8 
    14.2     12.0     48.2      2.9     10.6 
     1.1      6.0      0.2      2.5     16.8 
     0.8      1.8      0.5    100.2      3.5 
    10.0     19.4     57.4      6.3     16.7 
    31.0      8.7      3.9      4.7     10.6 
    11.0      0.5     16.9     12.9    153.0 
     1.6      4.5      0.9     11.9      3.9 
     9.6     13.6     67.9     11.2      7.9 
     3.6     67.8     14.0     21.6     42.7 
    17.5      8.7      4.6      0.8      6.8 
     3.5     25.3      7.4     37.6     26.0 
     0.4     21.3     25.6      1.3    117.1 
    23.0      1.0    155.2     17.0     16.2 
    10.9      2.9      6.1      9.2      6.7 
    15.7      2.1     10.8     19.0     14.7 
     1.9     10.8     18.3      2.7     12.0 
    15.3     58.3      1.1     42.2      6.1 
    10.2    141.4      1.0     93.1     19.4 
     2.4      9.1     13.0     34.3     10.7 
    57.8      0.4     86.4     21.2      2.8 
     2.7     25.2      5.6     18.8      2.5 
     9.9      4.3      0.9     42.0     13.9 
     3.5      8.4    119.6      1.6     31.9 
     0.7     24.1     20.8      2.7      0.8 
     5.3      6.7    117.0     67.1      4.2 
    19.7      0.2      1.9     63.6     46.6 
     0.8      7.9      2.0      2.4      0.6 
     4.5     97.4      5.6      5.0     56.8 
    10.3     65.9      3.6     25.6     13.7 
     2.0      2.2      7.9    105.9      5.6 
     0.6     61.4      9.9     63.2     80.0 
    13.2      9.3     23.0      0.1      3.2 
    15.9      0.6      1.4     22.5      5.9 
     2.7      2.7      3.6      1.5      5.9 
    74.8     58.7      3.7     26.3      8.8 
     0.5     15.3      8.0     37.2      0.8 
    48.6     72.1      0.8      3.7      0.3 
    26.3      3.4      1.4      1.1     22.9 
    12.6      9.0     34.7     37.8      9.4 
     8.7      7.8     87.2      0.2      0.6 
     1.0      1.8     15.3     76.8      2.5 
    13.9      3.5     16.2     12.3    147.1 
    13.5      1.2     13.7     84.1      4.0 
    54.7     38.5     13.3      0.1      0.7 
    20.1      4.8     13.2    109.8     52.3 
    21.5      1.1      6.1     30.6     14.4 
     5.4      1.1     31.4      0.5     14.1 
   184.7     26.9     35.7     35.9      3.4 
     2.1     31.3     42.6     10.6      0.3 
    59.6      7.6    117.6      1.9      6.3 
    43.0      4.1      3.9     12.8     23.6 
    15.3      1.7     19.6      8.5      3.5 
     0.3      5.6      6.3    121.0      0.9 
    10.0      0.3     38.4     21.1     19.7 
   146.4      1.0      3.2      1.5     10.4 
    30.2      0.3      0.2      0.2     70.7 
     4.0      4.1     19.5     24.0    104.6 
     6.5      3.3      0.1     17.7      1.0 
    42.5      1.5      8.6     11.4     59.3 
    30.9     15.3      3.4      1.7    100.4 
    30.4      1.5     42.1      2.3      1.7 
    28.7    203.3      0.5     12.8     20.6 
    29.6      0.4      0.9     11.4     11.1 
     4.3      2.2      6.1     69.0      1.2 
    19.6      1.4      7.8     29.1      0.8 
     1.4      3.2     13.5      5.5      2.8 
     9.5     24.9      1.9     82.1      4.2 
    28.7      7.0      0.2      3.7     80.7 
     7.5      7.8      0.3    113.5      4.1 
    29.9     12.3      6.9     12.0      5.3 
    11.5     13.7      6.4     32.7      5.2 
     1.3      0.2      1.0      1.2     22.2 
    22.6      3.1     30.0      9.8     23.0 
    55.1     15.1     16.6      1.5     16.3 
    13.6     18.3     11.8      0.4      6.7 
    20.7     63.7      1.4     13.2     59.9 
     4.4      8.3      2.5     51.5     27.3 
    42.2     15.1     11.8     15.5     95.3 
     0.1      6.1     53.4      0.5     43.0 
    26.0      2.1     20.4     59.7     21.0 
     6.6     34.8     35.7      1.4     19.0 
     0.1     20.0      3.0     37.4     25.4 
    18.1     15.4     23.4     67.3      0.6 
    84.0      3.4      9.3      6.1      5.7 
    44.8     21.2      1.7      0.3      0.2 
    15.4      6.3    105.9     47.8     84.8 
    24.2      0.8     20.5     13.1     37.1 
     4.3      1.6      1.4      2.7      5.0 
    18.8     12.9     14.0     34.8     27.5 
    15.1    175.5     10.1     30.9     18.1 
     7.8    102.5     85.1      1.1      0.7 
     1.0     76.8     20.6     14.5     14.6 
    61.1     24.5     80.2     28.9      8.4 
     1.9      0.9      1.1      0.2      3.3 
    36.0      3.3     61.7      1.0     45.1 
    49.7      6.0     10.2      1.0      0.4 
     6.4     15.1     14.7     68.5      7.1 
    25.1      5.9     14.8      2.9      9.1 
     0.8      0.4    171.4     15.5      0.1 
    79.0      9.2     81.9      2.1     28.5 
    55.3     18.0     36.9      3.2     11.1 
    22.7      0.2     33.6      1.5     51.1 
     3.6     19.0      4.4     16.9      1.9 
    88.4     33.6     18.3     46.5      4.6 
     2.7      0.9      0.3      0.3     16.7 
     0.1     38.0    109.1     27.5    177.8 
   103.1     10.1     10.1     43.1      2.5 
     6.4      2.7     36.6     91.4      3.0 
    29.7     37.1      0.1      0.2     19.0 
     4.4      2.5     37.0     13.1     23.2 
    36.0      1.3      5.5      4.9     18.3 
     0.7      0.2     34.1      0.3      2.5 
    13.4     25.3      1.4    106.4     34.0 
     5.2      4.3      1.7      0.8    148.4 
    36.8     10.9      8.0      2.9     25.9 
   155.2      4.9     21.2      5.7     23.0 
     4.2     19.6      0.4    180.7      1.2 
     0.6      1.6     12.1      2.2      1.3 
    37.1     49.2      0.8      0.5      5.8 
     4.0     16.2      3.2    120.4      0.2 
    92.8     15.2     37.2      4.5     53.0 
     0.5    136.4     11.4     11.1      1.9 
     0.9      0.2      0.4    146.6     50.9 
     4.6     21.2     33.2      2.7     39.5 
    10.4     32.2      2.2     10.4     31.2 
    20.3     42.3     21.2      2.4    106.1 
    42.4     17.2     15.5      3.7      9.3 
     0.4     32.1     19.2    180.9     31.9 
     2.9     40.5     82.4      3.3      1.4 
     4.9      0.3     97.1     26.3     91.8 
   100.6      2.4     71.9      3.5     18.9 
     0.1     52.0      6.8     26.1     19.9 
    43.5     17.8    100.8      1.0     30.7 
    40.7     77.9      1.4      1.7      1.9 
   104.9     74.0      0.5      3.7      3.4 
     0.3     11.9     13.4     11.4     42.8 
     0.2     76.6      3.1      7.4      9.1 
     2.9     34.9     52.5     62.0     11.3 
    35.1      8.2      5.3     12.2     14.2 
     7.1      8.1      1.5      0.2      1.7 
   124.7     12.4      1.3     17.9      2.0 
    21.8     56.2      0.4     19.6      0.1 
    13.4      5.8      6.0     37.2      4.6 
     0.3      8.2     26.3      6.2      6.9 
     1.3      0.2      1.8     17.0      6.5 
     8.4     24.5      0.5     42.3     24.1 
     6.0      9.6    104.0      1.8      3.2 
     7.7      7.2     15.5      8.9     26.3 
     7.4    118.3      4.8     21.6      1.3 
    12.3      6.3     39.4     34.4     33.3 
    12.6     24.2     35.0      1.9      2.2 
     1.3      8.1      2.2     31.7      0.2 
    16.3     51.6     38.4      0.8     26.9 
     3.7     25.2     39.2      0.9      3.9 
     1.1      1.3     28.1     11.4      0.2 
     0.4      0.6     81.7      1.0     24.8 
     7.7      4.3     19.8      4.7      6.5 
     4.8    103.5      1.5     33.7     14.1 
    15.8     95.9      0.6      8.5     67.1 
     1.5     39.0     21.3     50.9      0.5 
     4.0      9.7     33.0      3.0      0.5 
     1.4      7.6     10.7     62.0      5.3 
     0.8      0.2      6.1      6.9     30.7 
    62.5      3.3      8.1     47.8      5.3 
   177.3     38.9     10.7      4.6     20.2 
    59.9     28.5      1.7     24.2     44.7 
     5.4      0.4      1.8      4.3      8.8 
     1.1     15.6      0.5      2.5      3.9 
    22.4      4.6      4.3     10.5      1.9 
     4.8     21.8      5.5     12.7      0.2 
     3.5      3.0      4.6      2.2     38.1 
     5.5      0.4      1.3     15.5      4.6 
    42.8      3.6      4.2      0.4      7.0 
     1.7     10.0     33.5     12.5      2.8 
    62.8     20.8     31.3     31.0      2.1 
     0.1      0.6      1.5     83.7     10.2 
    54.8      7.0      9.7      6.0      2.0 
    22.7     44.0     49.2      4.3     14.5 
     3.0     15.6      2.8      1.5     30.6 
     3.7      5.3     80.8     33.2      4.7 
     2.3      4.6      4.2     28.3    106.4 
    19.9      2.0      2.3     17.7     12.0 
     3.2     68.7     34.1     10.3      2.0 
    34.7     10.9      9.1      6.5     78.5 
     3.6      3.2     93.6     12.7      3.0 
   148.2      0.4      0.6      7.3     49.9 
    19.5      6.8      4.2     16.8      5.0 
    16.7     13.7     37.7     13.3     14.9 
    41.0    129.3     16.8     67.2     37.4 
    15.8      7.6     13.2      6.6      0.3 
    39.3     14.0      1.1    137.8      6.7 
    57.6     38.5      2.0     17.1      2.4 
     3.1     20.3     41.8     43.7      0.5 
     7.0     17.0      8.8     16.3      4.8 
     1.6      1.0      8.4      1.5      5.6 
    15.1     21.3      5.5     60.2      7.1 
     2.7      1.2      8.3     50.7      0.1 
     1.5     18.4     29.3      7.2     72.3 
     0.4     27.6     18.0    111.1      4.9 
    24.3     19.4      1.9      4.1      6.4 
     0.1     11.5      4.7      1.9     66.7 
   117.8      0.6     71.2     25.1     34.4 
     1.8     10.4     22.5      5.8     29.1 
    35.5      3.7     84.0      7.6     42.8 
     5.6      9.5     13.5    175.1     26.2 
   103.9     81.5     15.0      1.5      5.5 
    25.0      1.7      1.2     49.6      0.5 
    44.7      6.8     90.0     11.3      0.4 
    14.1     16.9      0.8      2.7     18.5 
     2.8      0.3     10.2      9.8     45.8 
    62.9      1.9     25.9      3.0      0.6 
    24.7     16.5     13.7     14.6      6.0 
     8.0     25.8      3.6     13.4     92.0 
    21.2     95.9     31.2     33.2      2.0 
   129.8      7.8      0.7     15.4      6.0 
    54.1      9.8     11.6      2.8     31.9 
    13.2      1.0      8.4      1.2      0.7 
     4.0     15.0      3.8      1.2      2.1 
     5.0     22.1      3.0     52.8     19.0 
     4.4     47.5      1.1     69.0     11.6 
     5.9      7.1      0.1      3.1      0.2 
    28.4     10.2     31.3      5.9     14.4 
     7.6      0.7      5.4      3.0     19.7 
    11.7     18.1      0.3      1.7     19.4 
    29.2      3.6     52.7     51.8     33.3 
     5.3      1.2      5.5      1.8     25.6 
     0.5     19.1     56.0     16.0      8.4 
    35.6      0.1      0.6     85.0     19.3 
     0.8     93.8      3.5      6.2     36.2 
    14.5     15.1     65.1     24.5      0.9 
     4.8      1.3      3.7     21.7      3.9 
    21.8     10.5      4.9      2.5      0.2 
    39.2     18.1     52.5      2.9     87.9 
     0.3      5.3      1.1      2.9      1.4 
    53.8      2.3      4.3      8.2      1.5 
    22.3      0.5     42.5      4.9      7.0 
    54.4     25.3     46.5      0.2      2.9 
    16.6     22.4      2.0      2.4     32.3 
    22.3     26.3     42.3      8.7      7.9 
     7.8      4.0     65.2      6.1      3.6 
    49.5     76.9      3.0      7.3     24.6 
    29.1     41.1      5.3      2.9     13.3 
     7.8     13.9     54.2     46.2      7.0 
     4.9     22.7      2.3      5.6      3.2 
    33.9     17.6     14.1     11.3     11.3 
     4.0     41.2      2.0     63.7     45.2 
    21.8      0.6      0.4      3.3    101.7 
    47.1      5.1      2.6      4.3    101.4 
    10.9     42.5      1.4      1.1      3.8 
    87.5      0.3     19.4      5.3     11.8 
    48.0      1.1      6.3      0.4     16.7 
     1.7      0.7      9.4     38.4     11.7 
    59.6     46.3    105.7     69.1     21.0 
    46.4      2.6     11.3      2.8     33.2 
     0.3     56.0      0.8      4.0      3.4 
    18.7      5.0     34.3     40.0     39.5 
    24.2      0.7      1.7      8.4     50.4 
     0.4     34.5      0.4     38.5      0.9 
    34.2      4.3      0.8      0.5      0.1 
    13.3    114.3      4.4     38.6      0.5 
     0.8      1.1     61.6     11.1     30.7 
     0.0      1.4     65.9      3.0      0.8 
    45.1      9.6      0.6     49.6     29.9 
     5.5     26.3      0.1     16.0     25.3 
    13.3      0.5      3.7      5.2     97.3 
    15.0     68.8    119.6      8.7      8.5 
    20.0     28.2      1.0      2.9      4.2 
    28.6     61.9      2.1      7.0     20.7 
    31.9      6.7      5.1     12.9      5.4 
    12.9      2.5      9.6      6.7      7.6 
     0.1     50.9     20.1      2.3     27.2 
     2.8     69.8     51.9      2.7     23.6 
     1.8     34.0     53.0      4.9      9.9 
     2.7      5.8    109.7     47.3     24.7 
    40.5      1.9    143.8     11.2     39.8 
    26.3      1.0      0.3      4.6     81.5 
    31.8     26.9      5.9     44.5     20.0 
    32.6     16.6      4.4     51.2     14.7 
     6.4      6.7      9.8      8.8      8.9 
    39.3      1.5      0.4     59.2     29.8 
     1.3      0.1      9.5      7.4     70.3 
    47.1      6.3      1.9     32.7      0.8 
    65.1      3.3      0.7      2.4      3.5 
    13.2    112.9      8.6     63.9     42.9 
     8.8     28.0     82.2     11.0      9.6 
    12.4     80.6     18.2      1.2      2.0 
    82.3      0.1      0.9     46.5      8.8 
     1.9     19.6     38.8      9.6      3.5 
     2.1     24.2     33.5     23.1     60.3 
    86.7      1.4     35.0      6.1      4.6 
    70.8     15.6      0.2     63.1     19.7 
     1.4      6.9     34.5     22.1      2.1 
     6.0     57.8     26.2      1.2      2.8 
    53.5     37.9      1.3      5.4     27.1 
     2.4      6.9      4.6    108.8     25.2 
    25.2     24.0     76.3     32.6      9.5 
     9.6     20.9     41.4     43.5      8.1 
    60.6     16.1     14.9      1.5     15.9 
    61.2     12.5      1.2     13.8     29.1 
     1.0      5.6     21.5      1.9     14.4 
    14.6     33.1      9.5     12.8     41.4 
    48.7     29.7      4.9     11.3     63.5 
     0.7      4.2     12.3      1.4     26.1 
     0.7     29.7     35.4     26.7     13.0 
    20.4     10.1    109.4     13.7      3.2 
     0.1    132.5     12.4      2.0     51.3 
     0.7     42.6     68.6      6.7     14.8 
     0.9     10.3     42.5      1.7     11.3 
     1.2     36.8      9.0      6.1      1.5 
     0.4     36.0      0.4      9.9     34.0 
    53.2      3.9     17.0      3.9     11.0 
    19.7     13.6     20.2     98.6     17.7 
    27.9     56.8     89.5     27.6      3.0 
     0.3      4.8      2.3      7.0      1.3 
     0.8      4.7     38.0     37.5     30.8 
     9.0     68.9     24.9      3.1     59.2 
    46.5     50.1      6.0      7.7      1.2 
     1.9      6.6      0.6     64.2      0.8 
   137.8      2.2    115.7      1.7     53.6 
     5.8      7.1     26.2      0.5      8.3 
     1.1      3.5     23.6     31.0      7.7 
    12.2      4.5     21.1      0.2      9.9 
    22.1      7.5     12.9     75.5     30.2 
    29.1      1.2      0.2     38.8      3.3 
    30.4     14.6      1.7      2.7      8.5 
    17.3      5.4      3.8     43.9      3.8 
     1.6      5.0     23.3     59.0     40.3 
   211.8      1.3     49.0      3.1     35.4 
     6.0     54.3      7.8     91.1      3.7 
    15.1     91.0     17.6     21.4      1.2 
    15.1     76.4     36.9     28.2      0.9 
    13.8     32.3    136.8     19.5      8.3 
     1.3      7.9     15.3     32.0      2.2 
    49.6      1.4      0.7     15.6      2.5 
     1.9      9.0    149.0     73.2     32.2 
     2.0      3.9      2.9      1.3     37.3 
    10.8     16.4     14.7      7.8     31.3 
     1.2      1.9      4.6      4.5     32.9 
    16.7      8.4    141.1      4.4      0.2 
     1.3     68.6     17.9     26.3     44.6 
    89.7      3.6     12.0      0.3     33.2 
    18.5     24.3    117.8      5.1      3.9 
    42.4     72.5     35.4      7.7      1.8 
    56.4      6.2      2.5     58.7     18.6 
     1.4      6.9     24.1      5.4     18.2 
     3.6    115.5      3.4      0.8     47.2 
    15.6     70.0      0.8     43.6      6.4 
     5.9      0.8      1.4     19.5      1.2 
    46.1      1.1     49.0     18.4      6.8 
     3.4     62.8     46.7      3.7    120.8 
    17.0     12.5     35.5     28.4      0.7 
   165.7     57.0     26.1      2.2     49.2 
     9.4      2.3      9.8     41.7      8.3 
     0.1     11.0      0.3    155.8      1.6 
    20.7      2.4      2.7     25.4     24.3 
    21.2      2.2     80.1     26.1      4.5 
     3.0     45.5     14.7      1.7     23.6 
    53.8      0.9      4.8      6.4      8.3 
     1.5      6.9     33.7      0.6     11.5 
     1.9     58.5      5.7     53.9      0.9 
    62.8      3.3     44.1     63.5    101.4 
     0.1      6.6      2.5      3.2     12.4 
    47.5     28.1      0.2     15.3     19.4 
     8.6     15.7     52.3      8.5      6.7 
    37.8     57.6     26.5     23.5     14.1 
     9.6     79.5    197.7     22.1     29.0 
    13.4     58.6      2.8      7.1     44.7 
     3.0      1.4      5.9    169.8      6.9 
    43.3      7.5     76.3      4.9      7.7 
     5.5      6.8      2.5     31.9      3.3 
     2.0     68.9     18.7      6.9     28.9 
     8.3      3.6     82.2      3.9     10.5 
    36.1      1.0     84.0     13.7      0.4 
     0.7      1.0      2.9      4.6     17.9 
    28.8     50.1     44.0      2.5    115.2 
    11.8      0.1     29.4     33.8     42.9 
    16.7      4.2      0.7      0.2    114.8 
    12.0      7.2      0.3     14.4      2.4 
    15.0     85.4     21.5     20.3     17.7 
     1.3      4.9      5.6      0.8     11.6 
    52.3     30.8     14.3     17.5      4.3 
     3.1     40.0     54.8      6.8     40.6 
    34.5      4.7      4.5     27.2     45.8 
     6.5     38.2     23.4     27.2      5.9 
    50.4      2.9      0.8     31.4     15.0 
    14.3     23.8     61.9      0.4      7.0 
     0.2      3.9      2.9      6.9     25.0 
    19.9      4.6      1.2     13.1     23.3 
    28.4     19.7     78.7      1.3     91.8 
     2.5     21.1      7.0     10.8     31.3 
    11.7      7.1      5.1     16.7    113.0 
     2.0     45.0      0.1     73.2     40.7 
     2.6     26.4     48.3     20.5      2.6 
    35.2     16.7     36.2     24.0      6.0 
     2.3     29.7      0.5     11.5      8.7 
    59.0      5.6     36.4     12.6      4.7 
    84.3      2.8      3.5     30.7      1.8 
     1.1     51.6     30.6    144.6     37.0 
    11.6      2.8      1.1     10.2     13.5 
     0.2     36.8      8.8     20.5     60.3 
     0.9      2.7     37.3     25.2      2.5 
    31.6      2.0     22.4      1.2     61.2 
    69.3      6.3      4.8      0.8      2.0 
    15.1     14.1      0.1     23.4      0.6 
    74.3      5.0    145.8      0.2     29.4 
    26.3     20.4      1.2      4.2     72.9 
     9.0      4.1     13.9     42.7     35.9 
     0.4      5.8     52.3      3.4     40.7 
     0.7      9.3     58.0     60.3     58.5 
     3.8      9.3      3.6      7.3     45.5 
    16.3      2.6      3.0      1.3      6.7 
     4.6     18.1      8.1      6.2     11.0 
    38.6      3.8     74.7      0.2      1.8 
     7.6     24.7      8.6     74.1      4.4 
     5.6      0.8     25.2      2.3      5.5 
     0.2     30.2     45.7     12.8     28.8 
     1.3     31.2      4.9    159.7      2.3 
    34.6     50.4     95.9      0.7     35.3 
   113.8     58.6      3.4     44.5      0.1 
     1.0      2.1     31.6      0.2     47.5 
     1.9     12.8      1.8     55.2      9.3 
    34.2      2.9      2.2     27.5     89.4 
    52.0     14.2      1.4      7.2     97.5 
    15.2      0.4      4.7     61.7     44.2 
     5.9      5.7      5.6     14.8     14.4 
    18.4     25.9      3.9      0.4      0.5 
     7.3      0.3      1.4      9.0     36.1 
    10.7      1.6      3.3     42.4     17.2 
     1.7      1.4      4.0      7.2      4.0 
    13.3     24.3      6.3      9.2     10.8 
     2.1      1.2     16.5     22.5      0.5 
     6.0     29.2     55.1     45.3      9.6 
    32.8     13.8     60.2     38.0      5.3 
     0.3     11.0      2.4      5.1      9.5 
     0.1     49.8      9.3      1.9      4.5 
    15.9      6.6     61.0     23.8      6.0 
    20.8      6.7     79.0      6.0      7.4 
     1.8     56.3     37.7      5.6      1.1 
     3.3      7.2      3.4     24.7     10.4 
    44.9     32.8      3.8     73.8      3.8 
    11.7     30.3      5.5      0.5     33.1 
    13.4     26.3      1.7      6.6     16.5 
   137.4     18.4     20.6      3.6      4.8 
     8.9     10.8      6.2      7.3      1.0 
     0.3     14.5     34.7      7.6      6.9 
     7.2      3.2    193.6      1.1     12.7 
     3.3    115.4    109.5     17.4      6.8 
     5.8      3.6     14.3     98.2     36.8 
     1.8      9.2      6.1      2.7     87.3 
    48.9      1.7      3.9     10.4    108.1 
    40.6     36.3      6.6     12.1     14.4 
    26.5      0.5      0.1     62.6      2.2 
     0.1      0.8     52.3     15.5      0.3 
     5.1     51.1      2.5      2.1      2.1 
     5.8     78.4     86.8      0.3      2.3 
     4.6      2.7    119.2     13.8      4.7 
    16.6     46.8     36.5     38.7      4.7 
    38.4      9.4     72.9      0.7    115.9 
     8.4     32.9     18.1      1.9     30.6 
    18.3      2.5     64.1      6.1      1.2 
    46.3     10.9      5.9     32.9      6.3 
     3.6     41.0     23.4      9.5      9.8 
    19.9     43.7      2.0     17.2      0.3 
    19.7      1.8      1.8     17.8      1.2 
     0.1     29.7     11.2      0.3      4.8 
     5.4      1.0     10.5     94.6     25.5 
     9.2      2.2     17.9     12.3     14.0 
    17.6      6.7      0.2      0.6      1.6 
    10.0      9.8     15.4      0.3      5.0 
     0.5      1.3     32.9     11.0     18.4 
     0.4     15.6     18.3     60.8      0.5 
    16.7     12.9     15.4      1.9     11.0 
     3.3     39.7      0.1      2.5     13.6 
     4.6     42.0     41.5     11.1      0.2 
    80.6      0.6      4.1      0.6     47.7 
    59.4      8.5      4.7      6.6     60.5 
    27.5     25.3      3.7     18.0     39.9 
    48.9     11.4      2.8      1.2     72.9 
    26.8      3.2      2.1     23.4      7.7 
    37.0      4.1     12.2      1.4      3.7 
    66.2      8.5     20.9     34.0     22.0 
     3.4     18.8      0.4      2.8      3.8 
    13.6     27.5     66.0      2.8      8.7 
     1.8      4.6      7.9      1.4      7.6 
     0.4     21.9     59.9     11.2      1.3 
    18.2     10.9     38.4      0.5      1.6 
     2.1     10.8     90.1      1.4     18.4 
    12.7     23.6     15.0    170.3     31.8 
    25.0     16.6      9.8      2.9      5.4 
    29.1      7.6     10.0     17.2      2.9 
     4.0      5.7      3.9      1.4      8.7 
     5.3     29.4      3.6      6.0    131.5 
     0.4     43.0      1.3     31.0      8.4 
     5.9      0.9      3.0     35.8      7.2 
     6.9     27.4      9.7      7.3      9.2 
     3.7     13.1      0.1     10.2      0.2 
    38.5      4.9      8.8     30.5     12.5 
     1.2      1.7     28.9      1.9      2.5 
     2.4      6.9     10.3     65.6    115.1 
    68.1     46.5      4.4     48.0      1.1 
    16.5      0.7      2.8     46.0     18.9 
    14.6     62.3     23.3     11.0      2.6 
     7.1     42.4     17.5      0.5      0.2 
    31.4     12.9     14.5     46.9     12.1 
    75.1      3.0      1.3     29.3      0.9 
   100.6     15.8     12.7      5.3      7.8 
     7.8      0.8      7.2     20.6      9.1 
    29.2      6.8     15.0      1.4      6.4 
     5.9      0.2      8.8      7.0      9.5 
    26.5     22.4     14.4     13.2     67.5 
     0.0     22.2     78.2     21.7     71.7 
     0.6     50.6      5.3     15.7      6.9 
     2.6     50.3     39.9      2.6     14.3 
     0.1     36.4     60.4      2.1      8.8 
    14.1    135.3      1.1     59.7      2.0 
     0.7     65.0     53.3      1.5     19.7 
    16.0      1.0     28.8     21.8     66.8 
     0.4      0.3     28.7      3.1      1.3 
    24.3    107.7      4.2     52.4     38.9 
    72.6     23.2     33.8     17.7     24.1 
    14.1     40.6     20.0      0.4     40.6 
    34.6      6.2     82.0     49.4     15.9 
     5.8     15.2     14.9     10.4      9.8 
     5.4    151.4      0.2     26.3    102.0 
     2.6     27.8      3.9      0.6      8.3 
    14.5     12.8     24.8      2.6      1.0 
     0.8    138.8      4.4     22.7     13.1 
     0.3      1.7      5.4     44.6     29.4 
    13.8      0.1      0.6    185.3     40.1 
    35.9      2.3     58.6     28.2      0.4 
    17.4     11.8      0.2      7.5      3.1 
     0.8      9.2     32.2     35.3     68.8 
     4.0     91.9    143.9      3.1     23.4 
    40.5      7.7     15.0      3.5      1.3 
     6.1     43.3      4.0      0.3      0.3 
    55.0     66.4     61.3     10.3      6.0 
    26.5      2.0     32.4      2.1     57.0 
     3.3     38.1      0.4      0.4     28.9 
     8.8     26.3     44.3     69.0     42.2 
     1.0     17.4     45.1      3.4     32.3 
     1.1     29.1     19.5      9.5     20.7 
     3.6    112.3     28.6      1.1      0.3 
    49.8     16.8      3.9     21.8      2.8 
     6.7     57.5      1.0      1.5     63.4 
     0.3     32.4      2.6     14.9      0.5 
     0.2     18.3      0.4      5.1     27.1 
     2.1      3.6     28.2     16.7     45.2 
   156.6      0.8     70.7      1.6     40.1 
    56.9     92.1      0.3     44.5      3.7 
    13.0      0.2      5.7      3.7      2.4 
     3.1      0.4     25.7      1.9     15.0 
    13.6      1.0      3.3      6.2      5.1 
     2.4      2.7     33.0     29.3     18.3 
    37.3      9.9    119.9      2.1     15.0 
    26.3     17.1      2.4     10.8     15.2 
    30.0     42.5     12.0     28.0     21.1 
    37.0     52.8      4.7     22.5     22.3 
    22.6      2.5     15.3     47.0     15.6 
     7.8      0.6     12.6     17.4      1.1 
   193.4      0.9     15.1      0.9     18.8 
     0.1     37.7      9.5     82.3    116.8 
    16.3      1.2      1.7      0.6     47.5 
     5.8     33.3     46.3      5.8      5.2 
    51.9      0.4     31.7      1.3     30.3 
    29.9     14.4     48.7     12.6      0.3 
    64.7     37.1     32.5     40.4     64.7 
    32.7     36.2     13.8      3.2      0.4 
    21.1      0.0     12.2      1.5      2.1 
     5.0     72.0     22.6     79.6     23.2 
     6.2      1.0     32.3      6.1     39.6 
    15.6     20.4      7.4      6.6     23.6 
    47.6      0.4      7.4      4.2      0.3 
    82.2     24.0      6.8      0.1     31.4 
     3.5      2.7     27.7     12.7      2.8 
    21.3     10.3     73.3      6.4     19.8 
    37.4      1.2      8.7      4.7     72.1 
     7.4      0.5     14.5      3.6      2.4 
    19.6     71.6     83.7    115.7      0.7 
   193.1      3.7     49.0      7.0     11.0 
     0.6     30.9     21.8     27.2     18.6 
     5.4     12.1     27.9     20.2     41.9 
     3.7     29.2     20.9      2.7      3.3 
     2.7      1.3     20.6      2.9     25.1 
     1.0     11.6      7.4     30.4     11.8 
    21.9     33.8      3.7      1.2     29.3 
    15.1      4.6     59.6      2.1      1.0 
     4.0      5.5     29.2      2.9     48.3 
     2.3     23.1      3.1      0.4      5.4 
    65.3     56.4      9.2    115.4      6.1 
     5.8     27.8      9.9     88.9     46.7 
    51.0     57.7     27.2      1.0      3.3 
    13.6      1.7      6.9      1.9      1.6 
     5.4      9.8     17.8      0.1      2.2 
    74.7     18.3      2.9     49.7      1.1 
     4.7     15.8     88.2     17.7      0.2 
    12.2     93.1     29.3      0.8      3.1 
     1.7      4.2     32.7     22.5      8.3 
   135.1      8.6     24.8     44.4    163.0 
     1.7      0.3      2.2     51.1     36.1 
     9.0      1.2    127.5     13.9      2.4 
     5.6     17.1     19.8      3.7      6.5 
    26.2      4.0     43.1     57.4      0.6 
     0.1     10.2      4.1      4.8     29.3 
     6.2     99.8      1.2      3.1      0.1 
     7.9     36.9      1.6      4.6      5.4 
    17.2      1.0    128.8      1.8      0.3 
    88.5     16.7      0.8      3.7      5.4 
     0.2     30.6    245.5     20.9      5.3 
     3.2      1.9     24.9      0.1     21.7 
    32.8      4.1      5.9      2.6      2.8 
     4.3     48.7     37.5    130.6      7.4 
    44.4     56.9      2.4     85.2      6.2 
    87.6     46.8     46.9     32.2      1.1 
     9.1      4.5      1.1     21.4     35.5 
    97.4      1.2      0.2      5.5      2.6 
     2.0      5.1     20.5      3.5      7.4 
     2.7      6.7      0.7      2.4      9.2 
    30.5     26.9     57.9      1.0      7.1 
     0.3      0.5     56.6      6.5      8.9 
     3.0      1.5      9.7      1.5     96.6 
    28.7      0.4      5.7     51.5     12.1 
