
 Indiv Chain Sum of Exe. 
  chain 1  chain 2  chain 3  chain 4  chain 5 
    13.0      4.6      6.6     93.4    128.0 
    20.1      2.2      4.7     31.3     32.5 
     6.7     48.6     27.2      2.0      1.0 
     4.4     17.2     10.7    137.9      5.0 
     3.7      3.3     31.8     39.8    111.1 
    54.9     43.4      0.1      2.0     96.1 
    13.2      2.6     24.7      5.8      8.7 
     2.8      1.8     11.0      6.9      9.6 
     6.3      0.3     58.4     13.7     18.5 
    16.2     13.0      8.4      1.0      1.4 
     1.2      4.5     14.2      1.1     24.4 
    63.7      0.3    162.3      0.2     52.1 
    39.8     33.3     13.0     34.8      0.5 
     2.1      0.6     25.2     47.1     14.8 
    51.4     39.5     19.1      1.7      0.3 
     2.2      5.0      3.0     34.0      8.3 
     1.3     47.3    120.6      1.2      2.0 
    29.4     13.2     10.4      3.5      8.8 
    87.3     15.2     18.7      4.5     38.6 
     0.8      4.5     91.2      0.1     15.1 
     2.2     21.2      3.8     65.3     47.4 
     3.4     21.6     83.8      6.8      1.2 
    15.1      3.1     21.1     14.4      1.4 
     1.0      1.1      2.5      1.8     18.1 
     2.1      4.8     24.2     13.9      3.2 
    27.0      4.2     31.6     30.6     35.0 
     8.4     28.9      7.6     36.8     56.8 
    63.3     28.8     14.8      0.6      0.9 
    33.8     18.5     37.3     23.5      0.9 
    98.1      6.8      9.0     36.8     39.7 
    15.7     31.1      5.0      0.2     26.6 
     1.9     23.5     39.6      1.4      7.6 
     6.3      1.9      0.9      2.8      6.8 
    25.9     22.9     58.1     20.5     29.7 
     4.5      0.3     54.2      3.0    107.0 
    30.4     16.9     19.9     77.8     28.3 
     9.6     43.4     43.0      0.8      0.2 
    18.7     48.4      1.6      0.3     26.0 
    17.2      3.0     25.6     16.9     20.3 
    24.8      1.0     49.1     33.4      0.5 
     5.3     40.9    139.7      6.7     33.2 
     9.7     32.0     39.2     39.9      0.8 
    73.9      2.8     13.5      4.6      5.5 
     7.0      5.4     10.5     15.1      4.2 
     7.3      1.5     84.7      5.0     39.7 
     4.7     20.1      4.8     53.1     21.5 
    18.1     20.1     50.5      9.7      3.9 
     3.9     40.6      4.6     70.2      3.7 
     0.3      0.6      2.3      1.9     38.9 
     9.6     18.5      2.8      7.5     55.9 
    13.3    213.1      3.4     54.8      0.2 
    53.1      1.4     10.2     93.2      3.8 
    46.3      0.9     24.5     36.0      2.8 
    17.0      6.3     53.1      4.7      0.5 
     1.4      2.0     75.5      1.9      6.8 
     3.1      1.8      0.8     79.9      9.4 
    84.1      1.1     65.9      6.8      0.1 
     0.5      0.9     88.6      1.2     20.3 
     7.5     10.4     32.4     80.5     46.0 
    10.7      2.1      1.7     50.1      1.4 
    19.7     13.3      1.9     60.2     99.2 
     3.2      6.4      2.1     22.0      0.9 
    10.1      3.2     16.7     29.7      8.0 
    18.6      1.5     13.1     12.8      5.2 
    38.1     10.2     19.5     16.7     25.0 
    27.7     37.0      5.8     20.5      9.7 
    51.9      0.3     69.4      1.8      6.4 
     1.0      6.9     35.6     44.8     15.7 
    44.2      1.0      3.2      0.1      1.0 
     3.8     27.7      3.6      0.1      0.8 
     1.3     10.9      4.8     13.3      1.5 
    12.4      4.7      4.8    218.9      1.0 
     1.3    146.4      2.8      4.3      0.1 
    49.4     15.1      0.9      1.7      8.2 
    31.1     16.4      5.1      6.9      1.0 
    19.0      9.2     27.7      0.9     41.1 
     8.6      0.8      0.0     40.1      1.7 
    16.5     59.9      5.1     91.8      2.0 
    68.4     59.6     19.4      3.2     46.3 
    80.7     30.5      1.5      2.6     39.8 
     7.5     61.5      6.9    102.0      0.4 
    26.1      7.6     81.4     38.0    101.5 
    17.1     53.9      0.2     27.2      0.7 
     0.9      3.4     11.6     10.7      0.7 
    27.0     66.8     20.9     13.4      8.3 
    12.4     53.2      1.4      4.8     35.9 
    37.9      7.8     56.2     33.2     12.2 
     5.9     41.9    100.7      4.3     14.4 
    56.3     12.3      3.1     12.2     29.1 
    60.8      4.4     36.7     16.4      7.5 
    67.9      3.2     12.5      1.1      1.4 
     2.5      6.0      6.5     20.1      1.5 
    15.9      6.1      1.6      1.4     25.4 
    14.1     22.7      2.6     16.0      1.6 
     2.8     12.8    105.0      0.5     18.1 
    19.5      9.6     24.7     17.9     13.5 
    19.2     23.0      3.3      4.1     78.4 
    15.8      5.3      1.3     14.1     50.0 
     3.0     18.8     53.9     97.0     73.6 
    48.2      1.5      2.3     10.5      1.0 
     4.6     16.7      0.6      2.8      5.8 
    57.8     24.3      3.0     11.2      4.7 
    12.6      1.3     14.2      2.6     53.3 
    55.5      5.6     17.3      6.6     31.8 
    22.9      0.9     72.1     41.0      1.3 
     1.4      1.4      0.8      8.1      5.7 
     3.7     10.9     12.0      3.2      0.2 
     0.2     19.7     34.3      3.5      9.7 
    28.7      2.8     58.7      8.8     70.3 
    14.8      6.4     86.2    124.9      4.7 
     2.5      4.4      6.0      2.2      3.2 
    56.3      8.9      6.0     12.2     52.7 
    19.2      9.3      9.4      1.7      4.5 
    16.5     19.8     33.8      3.3      1.4 
    12.6     49.9      0.6     88.0      4.0 
     1.3      6.2      6.2      5.4     31.5 
     4.0     31.5     40.6     14.9      2.8 
     7.7     31.9      6.0      3.5     16.2 
     2.3     25.5      1.1     27.4     13.0 
     2.9      6.7     25.0      4.0     61.3 
     0.2     42.4     18.1     50.5     29.6 
    24.9      4.9    182.6      6.0      8.6 
     6.6    116.6     10.9     15.7      6.7 
   157.9     70.5      2.5      3.1      8.7 
     6.5     16.1     71.6     40.1     22.9 
    31.6    237.9     23.0     24.4      7.2 
     5.9     10.7     58.0     17.6     44.5 
    46.5     10.5     48.4     35.6      1.7 
    64.2     42.6     24.0     15.2      4.0 
     1.8      5.7     99.7     85.4     34.6 
   122.6      6.9     64.7      1.0      3.9 
     0.5      7.4      6.4     38.0     46.0 
    12.3     23.4     13.1     23.2      1.5 
    87.1     23.4     15.8     90.7     29.9 
     0.6      3.1      2.9     13.4      7.5 
    72.5     44.8     24.9     20.3      0.2 
    98.3     18.0     12.1     27.8      5.7 
     6.5      7.0      5.5     17.1      2.0 
    20.0      4.3      0.7     79.0     17.1 
    17.9      1.3     35.2     81.3     14.4 
    15.7      2.9      9.1     15.3     49.9 
    65.8      6.1     13.5      0.7     15.0 
     2.7      7.7      4.2     16.9     13.1 
    27.0     22.8      2.8     14.3      5.0 
    10.1      9.5     19.3     10.1      3.6 
    10.6      6.6     18.1      1.5     29.7 
    29.1      0.3      1.6    103.5     66.7 
     9.5     11.2     70.9     13.3     41.9 
    32.5      2.6      0.9      6.9      4.2 
    11.8     30.1      0.2    130.9     50.2 
     3.8      0.9     13.8     53.7      3.8 
    44.9      9.3      1.4      4.8      1.7 
    61.9     13.5      9.5      7.5      2.1 
    39.6     10.4     53.8      3.7     13.3 
    22.6     15.1      1.1     31.5      3.6 
     2.8     17.2      0.5     44.6      5.3 
    77.7      0.6     16.2     66.3      4.9 
    61.5     19.1      2.2     60.1     13.1 
    22.7     41.0     32.3      8.0      6.2 
     1.1     40.7      0.7      9.9     26.7 
    29.7     17.6     17.4      1.3     15.5 
     5.5      1.7      1.6      5.4      6.5 
    33.3     62.0     25.9      2.6      0.2 
    15.8      2.8     12.5     47.1     13.8 
     4.4      0.2     10.4     60.2      9.5 
    53.3      4.7     48.9      3.4     10.0 
    24.6     39.9     63.7      3.2      2.9 
     6.4     12.0      3.9      2.1     42.8 
    17.6      1.4      7.2      2.4     39.9 
     2.0     21.2     72.0     35.3      4.3 
   183.7      5.2     52.5      0.5     16.2 
    59.6     91.0     19.4      3.5     69.8 
    26.8      0.1      2.1      6.2     10.0 
     0.1      4.1     14.9      7.0      9.5 
    66.0      8.5     12.1      1.1      4.4 
    16.9      0.2     49.7      4.2     74.6 
     2.0      0.3      3.1    137.1     42.2 
    16.3      2.1     34.5      0.9     25.7 
     2.5     72.4      1.1      8.1     19.8 
     4.9     14.4      7.3      0.7     10.2 
    98.9     21.9      7.1     80.6      0.9 
    93.2     35.3      3.6     39.6     40.8 
   128.0      8.0     38.3      2.0     87.4 
     8.0      9.5      5.7     14.7      1.4 
     8.6     11.1    141.3      8.0      7.7 
    12.6      0.9      3.0     14.9      5.8 
   117.4     58.4     10.0     85.3      7.8 
    52.9     23.4     64.5      2.5     48.3 
    12.3      1.6      1.3      3.2     36.3 
     3.0     85.9      0.5     36.5      7.5 
    12.3      1.3      9.2      9.1     22.5 
     1.9      4.8     15.8     54.9      6.4 
    14.6      1.2     40.6     87.1      2.2 
     9.6     12.3     10.5     48.8      8.8 
    37.4     37.8      3.3     75.8     28.7 
    49.6     14.7      0.9     19.9      1.5 
    81.2     12.4      5.2     67.9     50.5 
    69.4      2.8      6.0      3.2     25.9 
     1.6      1.0    158.4     29.5      5.6 
     0.7      8.2      3.6     84.4      1.6 
     0.2      2.6     12.8      4.0     24.8 
     4.6      4.0      0.2     44.6      1.3 
    11.4    130.1      6.5     31.9      1.0 
    50.3      8.8      5.3      0.9      9.1 
    69.1     13.6      1.8     75.6     20.5 
    62.4      1.7      5.8     10.7     11.4 
   143.0     51.9      0.6     16.3      3.8 
     7.7     61.0      5.6     12.7      1.1 
     4.4      0.4     18.4     19.3      7.7 
    29.5     27.1     42.9      0.3     18.9 
     9.0      1.5     17.2      4.2      4.7 
     0.9     44.9     21.9      7.4     78.1 
    48.1      0.8      7.5     38.0      5.9 
     3.1      2.5     40.9     30.3     25.8 
    20.4     13.1     40.3      1.3    167.5 
     4.1      3.7      1.4     10.9      6.4 
    32.6     11.5      5.2      9.2     34.1 
    39.0      3.3      1.6      7.0      2.5 
     5.1      0.9      9.5      8.6     82.3 
     2.5     51.4      9.7     13.3      6.7 
    19.3     63.7     25.1      0.9    122.1 
     6.8      1.6     53.7     11.2     61.4 
   119.0     50.6      1.8      0.9      3.7 
     1.2     29.5      2.3      5.5      3.4 
    16.5     25.2      1.9      5.2      3.4 
     0.5     87.4      0.2      6.6     14.4 
    28.3      5.0     46.2      0.5      4.8 
     1.2      1.8    172.1      1.0     15.0 
    12.2     26.1      2.6     56.1     61.1 
    95.3     49.3      6.3     15.8      0.8 
     8.4      0.1     26.7     47.1     24.8 
     0.8      8.9     25.1      6.9      2.2 
   103.7     47.0     23.2      1.1      0.5 
    56.0      3.5     10.4      6.7     71.5 
     1.0     19.7      1.8      8.5     80.1 
     4.5      3.4     21.1    171.0    117.3 
    16.4     67.8     17.9      9.5     58.5 
   139.5      1.0      0.9     50.8     23.4 
     1.2      2.5     25.8      0.7      4.5 
     0.1     17.2     14.9     66.9      3.5 
     8.9     13.4      5.9      2.1      6.0 
    32.5     12.1     97.7      6.1      7.2 
     0.4     25.0     15.4     38.1      3.1 
    28.6     83.2     12.3      2.0     23.0 
    39.6     37.5      3.1      4.2     24.3 
     9.7     65.9      3.8      4.8    131.5 
    93.7      3.3      7.4      5.2      2.8 
     9.0     19.2      4.6     23.3     13.0 
     0.1      0.9     78.4     54.6     28.2 
     0.3      2.8    114.5      1.4      2.2 
    24.2     16.9      0.5     47.9     53.4 
    25.2    101.3      0.4     22.3      0.9 
     5.2     97.5      0.6     19.7      3.3 
     1.5     79.5      4.1      1.2      9.5 
     0.3      5.5     16.8      1.3      1.5 
    20.6      1.5      0.8     58.8      5.2 
     6.3      1.7      1.4      6.9     12.1 
     0.3     18.9      2.6      2.1      1.2 
     2.8      6.5     29.9      0.3     37.2 
    33.3      3.1     40.6      4.3     13.7 
    25.0     71.6      2.8     19.0     16.6 
     3.5     76.0      9.3      1.7      8.0 
    24.5      2.1      4.8     60.3     14.6 
    19.8      0.7     13.0      6.1     13.6 
    59.6     25.7      4.1      0.6     11.0 
     2.6      1.4    226.7     40.7      0.4 
    35.1     67.4      1.6     10.5      0.7 
    44.4      5.1      2.0      3.8     18.5 
     3.8     30.9      5.2     10.8     17.5 
     2.5     21.3     44.2     38.2     88.3 
    19.4     13.0      7.8    102.6     10.8 
    20.4      0.7     21.4      9.0      1.3 
    12.2      3.9     41.1     23.3     60.7 
    67.9      3.2      4.3     59.4      3.0 
     6.4      4.4     11.6      4.5     32.9 
   122.4      4.7     25.0      0.3      8.1 
    35.0     28.4      1.2     16.1      2.0 
    10.7      7.4      2.3     11.1     62.5 
     7.1     35.8      1.8     25.5      4.0 
     1.0      5.4    121.7      5.2      0.4 
     4.0      0.1      4.4      0.6     44.8 
    28.9      9.9     23.7     24.3      2.6 
    34.9      4.5      1.4    125.2     12.6 
     1.4     25.3      3.6      2.0     13.7 
    11.4      0.8      7.6      0.5     56.8 
   105.0     10.3      0.4     37.3     35.8 
     0.3     67.5    112.0      0.5     26.6 
     0.2     16.1      3.2     13.7      2.7 
     7.4     78.0      8.8     19.3    124.6 
    16.8      8.5     19.2      0.7      5.1 
    33.2     17.5     32.7      0.1     17.8 
     8.3     43.6      8.3      2.6     50.1 
    65.2     25.9      6.1     40.6     14.6 
    28.8      1.2     61.2     13.0     79.7 
     3.7      7.7     25.4      4.9     12.2 
    10.7      0.3     67.2     26.9      4.5 
     4.5     32.0     62.8      1.8     10.3 
    47.2      0.4      6.7      7.2     12.0 
     3.5     68.2    221.5      3.1     33.2 
     5.3      4.4      9.2      4.8     22.3 
     0.9      0.2      6.2     14.4      6.1 
     1.5     47.4    100.3      0.1     17.1 
     2.8      0.7     12.4     65.7      1.5 
   167.5     25.5     10.2     26.6      1.9 
    38.3      2.7      0.9      4.1      2.3 
    55.0      1.2     16.6     45.5      2.9 
    27.5      5.7     42.4      4.0     38.6 
     4.5      8.8      0.7      2.1     69.2 
     2.8    129.1     15.4     10.0      3.1 
     7.8      9.8     32.6     79.0      0.4 
     7.7     14.2     52.6     82.7      8.1 
     9.9     43.2      0.4     51.7     39.2 
    35.7     27.0     11.4      3.7     57.3 
    32.3     70.6      4.3      8.2     53.2 
     2.2      0.7     66.5     38.8      6.6 
    60.1      7.5     30.8      3.2    112.3 
    93.6      0.4      4.4      3.6      2.2 
    13.4      0.3     37.7      6.4     53.7 
    29.6     18.4      6.8      0.6     69.8 
    29.6     23.8     12.5     82.6      0.3 
     0.3     11.6     10.9      7.4     17.8 
     0.4      3.8      4.6      3.0      8.8 
     3.0      7.6      0.1      1.8     59.2 
     3.3      5.8     37.4      8.6      3.4 
     0.3      0.5     21.7     32.3      3.7 
    17.4     36.9      7.4     13.6      9.2 
    88.9     17.5      6.6      2.9     22.6 
     1.7     35.6      1.6      2.4      8.6 
     1.9      1.0     15.7     22.8      1.6 
    25.6     24.1     26.6     58.8      1.1 
     4.6     14.2      1.2      7.3     14.5 
    42.5     61.7     58.2      2.8     52.9 
    14.5     62.4      2.0     61.7     14.6 
     9.7     34.3      4.8      5.9     17.5 
     0.4     21.1     31.0      4.1      9.5 
     1.4      2.4     29.1     27.8      7.1 
    63.1      7.4     11.6      0.3    129.4 
    53.0      2.4      0.3     24.4     20.4 
     0.1     88.1     33.4     83.1     93.4 
     7.5      5.0      1.0     85.0      0.7 
     4.0      4.1      8.6      3.0     43.9 
    58.0    131.1     47.8      0.6     37.5 
     7.4    154.5     22.7      7.1      1.2 
     9.1      0.4     38.6      8.1     66.5 
     0.3     70.4     20.6      1.0      4.4 
